department_code,department_title,collection_id,lesson,resource_folder,type,original_path,new_path,original_basename,new_basename,file_size_bytes,compressed_size_bytes,crc32,suggested_bunny_title
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,01,06,IMAGE,dzial 3/01/06/1.png,dzial 3/01/06/D3_L01_06_IMAGE_1.png,1.png,D3_L01_06_IMAGE_1.png,35574,33582,3c49c0c7,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,01,07,VIDEO,dzial 3/01/07/ScreenRecorderProject86.mkv,dzial 3/01/07/D3_L01_07_VIDEO_ScreenRecorderProject86.mkv,ScreenRecorderProject86.mkv,D3_L01_07_VIDEO_ScreenRecorderProject86.mkv,8802587,3203344,fd572698,D3_L01_07_VIDEO_ScreenRecorderProject86
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,01,08,IMAGE,dzial 3/01/08/1.png,dzial 3/01/08/D3_L01_08_IMAGE_1.png,1.png,D3_L01_08_IMAGE_1.png,31172,30203,ce32aad9,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,02,03,VIDEO,dzial 3/02/03/ScreenRecorderProject84.mkv,dzial 3/02/03/D3_L02_03_VIDEO_ScreenRecorderProject84.mkv,ScreenRecorderProject84.mkv,D3_L02_03_VIDEO_ScreenRecorderProject84.mkv,9300533,4003547,7609a697,D3_L02_03_VIDEO_ScreenRecorderProject84
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,02,04,IMAGE,dzial 3/02/04/1.png,dzial 3/02/04/D3_L02_04_IMAGE_1.png,1.png,D3_L02_04_IMAGE_1.png,28525,27175,4569481b,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,02,05,VIDEO,dzial 3/02/05/ScreenRecorderProject85.mkv,dzial 3/02/05/D3_L02_05_VIDEO_ScreenRecorderProject85.mkv,ScreenRecorderProject85.mkv,D3_L02_05_VIDEO_ScreenRecorderProject85.mkv,7990246,3278330,835ba212,D3_L02_05_VIDEO_ScreenRecorderProject85
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,02,06,IMAGE,dzial 3/02/06/1.png,dzial 3/02/06/D3_L02_06_IMAGE_1.png,1.png,D3_L02_06_IMAGE_1.png,34626,33461,2d1f6cb7,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,02,07,VIDEO,dzial 3/02/07/ScreenRecorderProject86.mkv,dzial 3/02/07/D3_L02_07_VIDEO_ScreenRecorderProject86.mkv,ScreenRecorderProject86.mkv,D3_L02_07_VIDEO_ScreenRecorderProject86.mkv,5859188,2770074,027310a0,D3_L02_07_VIDEO_ScreenRecorderProject86
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,02,08,IMAGE,dzial 3/02/08/1.png,dzial 3/02/08/D3_L02_08_IMAGE_1.png,1.png,D3_L02_08_IMAGE_1.png,20991,20013,f9f259ff,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,03,03,VIDEO,dzial 3/03/03/ScreenRecorderProject84.mkv,dzial 3/03/03/D3_L03_03_VIDEO_ScreenRecorderProject84.mkv,ScreenRecorderProject84.mkv,D3_L03_03_VIDEO_ScreenRecorderProject84.mkv,12313412,4304767,569d5838,D3_L03_03_VIDEO_ScreenRecorderProject84
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,03,05,IMAGE,dzial 3/03/05/1.png,dzial 3/03/05/D3_L03_05_IMAGE_1.png,1.png,D3_L03_05_IMAGE_1.png,34475,33134,b7cd67f1,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,03,06,VIDEO,dzial 3/03/06/ScreenRecorderProject85.mkv,dzial 3/03/06/D3_L03_06_VIDEO_ScreenRecorderProject85.mkv,ScreenRecorderProject85.mkv,D3_L03_06_VIDEO_ScreenRecorderProject85.mkv,8882948,3425622,059fcc95,D3_L03_06_VIDEO_ScreenRecorderProject85
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,03,07,IMAGE,dzial 3/03/07/1.png,dzial 3/03/07/D3_L03_07_IMAGE_1.png,1.png,D3_L03_07_IMAGE_1.png,34475,33134,b7cd67f1,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,03,08W,VIDEO,dzial 3/03/08w/ScreenRecorderProject86.mkv,dzial 3/03/08w/D3_L03_08W_VIDEO_ScreenRecorderProject86.mkv,ScreenRecorderProject86.mkv,D3_L03_08W_VIDEO_ScreenRecorderProject86.mkv,336796,211120,560faeef,D3_L03_08W_VIDEO_ScreenRecorderProject86
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,03,10,VIDEO,dzial 3/03/10/ScreenRecorderProject87.mkv,dzial 3/03/10/D3_L03_10_VIDEO_ScreenRecorderProject87.mkv,ScreenRecorderProject87.mkv,D3_L03_10_VIDEO_ScreenRecorderProject87.mkv,6274660,2570276,2706e39b,D3_L03_10_VIDEO_ScreenRecorderProject87
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,03,11,IMAGE,dzial 3/03/11/1.png,dzial 3/03/11/D3_L03_11_IMAGE_1.png,1.png,D3_L03_11_IMAGE_1.png,35631,34120,24ac6b1f,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,04,03,VIDEO,dzial 3/04/03/ScreenRecorderProject88.mkv,dzial 3/04/03/D3_L04_03_VIDEO_ScreenRecorderProject88.mkv,ScreenRecorderProject88.mkv,D3_L04_03_VIDEO_ScreenRecorderProject88.mkv,6396063,3272194,e2a827df,D3_L04_03_VIDEO_ScreenRecorderProject88
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,04,04,IMAGE,dzial 3/04/04/1.png,dzial 3/04/04/D3_L04_04_IMAGE_1.png,1.png,D3_L04_04_IMAGE_1.png,21749,20843,5aa90716,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,03,08W,VIDEO,dzial 3/03/08w/ScreenRecorderProject87.mkv,dzial 3/03/08w/D3_L03_08W_VIDEO_ScreenRecorderProject87.mkv,ScreenRecorderProject87.mkv,D3_L03_08W_VIDEO_ScreenRecorderProject87.mkv,14861342,5186933,fdc7060f,D3_L03_08W_VIDEO_ScreenRecorderProject87
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,03,09W,IMAGE,dzial 3/03/09w/1.png,dzial 3/03/09w/D3_L03_09W_IMAGE_1.png,1.png,D3_L03_09W_IMAGE_1.png,45491,43371,ece3be35,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,04,05,VIDEO,dzial 3/04/05/ScreenRecorderProject88.mkv,dzial 3/04/05/D3_L04_05_VIDEO_ScreenRecorderProject88.mkv,ScreenRecorderProject88.mkv,D3_L04_05_VIDEO_ScreenRecorderProject88.mkv,10583810,4335853,eb5a0849,D3_L04_05_VIDEO_ScreenRecorderProject88
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,04,06,IMAGE,dzial 3/04/06/1.png,dzial 3/04/06/D3_L04_06_IMAGE_1.png,1.png,D3_L04_06_IMAGE_1.png,38495,36097,f41ec044,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,00,01,VIDEO,dzial 3/0/01/ScreenRecorderProject89.mkv,dzial 3/0/01/D3_L00_01_VIDEO_ScreenRecorderProject89.mkv,ScreenRecorderProject89.mkv,D3_L00_01_VIDEO_ScreenRecorderProject89.mkv,3505889,2581374,38305c0e,D3_L00_01_VIDEO_ScreenRecorderProject89
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,00,02,IMAGE,dzial 3/0/02/1.png,dzial 3/0/02/D3_L00_02_IMAGE_1.png,1.png,D3_L00_02_IMAGE_1.png,18706,14520,706b08cb,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,00,03,VIDEO,dzial 3/0/03/ScreenRecorderProject90.mkv,dzial 3/0/03/D3_L00_03_VIDEO_ScreenRecorderProject90.mkv,ScreenRecorderProject90.mkv,D3_L00_03_VIDEO_ScreenRecorderProject90.mkv,2938171,2142425,da6bce9f,D3_L00_03_VIDEO_ScreenRecorderProject90
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,00,04,IMAGE,dzial 3/0/04/1.png,dzial 3/0/04/D3_L00_04_IMAGE_1.png,1.png,D3_L00_04_IMAGE_1.png,19977,16216,5dd59a69,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,00,05,VIDEO,dzial 3/0/05/ScreenRecorderProject91.mkv,dzial 3/0/05/D3_L00_05_VIDEO_ScreenRecorderProject91.mkv,ScreenRecorderProject91.mkv,D3_L00_05_VIDEO_ScreenRecorderProject91.mkv,2518982,1957716,b5ecd2ca,D3_L00_05_VIDEO_ScreenRecorderProject91
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,00,06,IMAGE,dzial 3/0/06/1.png,dzial 3/0/06/D3_L00_06_IMAGE_1.png,1.png,D3_L00_06_IMAGE_1.png,14083,10588,2e5c40ec,
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,00,07,VIDEO,dzial 3/0/07/ScreenRecorderProject92.mkv,dzial 3/0/07/D3_L00_07_VIDEO_ScreenRecorderProject92.mkv,ScreenRecorderProject92.mkv,D3_L00_07_VIDEO_ScreenRecorderProject92.mkv,1624034,1315367,a95d05a8,D3_L00_07_VIDEO_ScreenRecorderProject92
D3,Dział 3,b98b4a50-1458-4136-bd02-f3368696160d,00,08,IMAGE,dzial 3/0/08/1.png,dzial 3/0/08/D3_L00_08_IMAGE_1.png,1.png,D3_L00_08_IMAGE_1.png,14640,11174,1b57fbac,
